vm	ir	sag	tau	resf	resmag	spkthr	spkmax	spkhlf	rheo	ahp	fi	dvloc	mlpos	hemi	age	id	housing	expr	patchdir	totalcells	rectime
-64.80447762	39.97103837	0.564458777	11.49420344	7.1	1.734724832	-34.46699448	43.38023071	0.44	234.3821564	-51.27414703	0.119484241	622	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.743055556
-66.45250184	40.55621999	0.581161224	11.7115427	7.45	1.648676024	-35.52293472	40.34730072	0.45	265.5110474	-53.92620468	0.128979038	651	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.754861111
-61.82718173	45.56883352	0.516545338	10.90061941	6.9	1.036764976	-33.77361374	45.3248703	0.46	205.6947479	-52.35145187	0.104081534	731	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.770833333
-60.99654337	36.37103686	0.606215305	10.6732628	7.6	1.391288117	-33.36832886	44.13403702	0.46	229.4991913	-53.08694839	0.10411059	763	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.784722222
-64.99459674	30.74451907	0.654563608	11.61266635	5.7	1.319617037	-35.65172272	45.09903259	0.5	312.509552	-50.39216232	0.1120743	798	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.791666667
-61.94554545	41.32671348	0.617690395	11.09995204	5.8	1.378101287	-36.18457565	37.2563858	0.47	222.7851257	-54.92721176	0.126456302	840	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.802083333
-61.88937398	33.68679861	0.641847629	10.39746175	6.6	1.308739012	-29.21353798	50.1425209	0.42	244.1480713	-49.61699295	0.125175795	973	Medial	NA	35	mouse_20140110	Standard	DG	DV	55	0.805555556
-62.34053324	18.93580482	0.450694163	8.457213965	10.85	2.164421335	-42.51124954	42.44125061	0.5	379.5	-54.92812347	0.062363593	45	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.593055556
-63.97371525	27.00072427	0.558801496	9.162988579	10.4	1.825054163	-45.90187531	46.15500031	0.54	300.875	-57.58437347	0.061885869	53	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.605555556
-60.72944801	28.91562782	0.507978019	6.689095395	8.25	2.141048483	-40.009375	46.91937561	0.54	247.375	-53.95937347	0.062575439	95	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.6125
-64.31726	28.10529204	0.558467045	7.703292475	8.3	1.855065664	-41.99624939	47.22000046	0.55	341.25	-54.90000153	0.07210367	164	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.618055556
-63.23865734	23.6909243	0.49749242	10.11271634	8.25	2.069828264	-41.04124985	44.125	0.56	353.25	-55.52187347	0.065410666	254	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.623611111
-64.72274203	23.18776906	0.501019334	10.68984383	7.5	1.898845581	-39.05187531	45.08937454	0.6	391.375	-57.44374847	0.045967381	832	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.643055556
-62.76727038	28.04821852	0.524263885	8.232560564	7.35	2.041131434	-40.16187515	50.13499908	0.56	290	-58.65000153	0.066062716	844	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.65
-64.53233954	26.10131606	0.540111579	9.08522178	9.45	1.839672026	-38.34124985	47.62874985	0.5	380.625	-57.1875	0.04902619	855	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.666666667
-62.6840484	34.55878287	0.514287136	9.690869938	7.55	1.938644609	-37.35999985	49.96437454	0.52	244	-57.671875	0.057142146	910	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.672222222
-62.91837582	25.51178186	0.513175086	8.649563387	10.9	1.871861565	-37.51500092	47.81999969	0.53	320.5	-54.59999847	0.06260236	855	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.677083333
-61.85923467	29.03021218	0.568983166	7.889540266	9.05	2.109264328	-38.81999893	49.74812469	0.51	284.125	-57.04999924	0.054641771	897	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.684027778
-62.33412606	28.22857455	0.570062498	8.831208444	6.85	1.747367165	-38.19625092	46.41937561	0.53	322.875	-56.55937576	0.057220748	934	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.690277778
-63.46102255	27.61477378	0.551372212	8.006790491	8.3	1.996813355	-37.14937515	48.98062515	0.49	330.5	-56.24062347	0.080307023	918	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.695138889
-62.73447768	24.5974832	0.552288372	6.964555731	8.95	1.937791084	-38.40374985	46.146875	0.53	356.875	-55.45000076	0.062517704	997	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.700694444
-61.33044589	43.33060913	0.561552332	8.957312601	9.95	2.136673454	-38.35812531	49.69437561	0.49	189.5	-58.06874847	0.079014952	1042	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.70625
-61.34830179	41.79528292	0.5812029	7.92451165	10.3	2.070845636	-39.553125	48.23500061	0.46	229.375	-55.77500153	0.088295301	1058	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.713194444
-62.5129415	38.79988905	0.504307899	13.71668406	8.75	2.285326255	-35.709375	48.021875	0.49	212	-56.36562347	0.099761694	1103	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.719444444
-60.61576406	27.49527513	0.539956125	10.40768641	8.7	1.720333852	-36.91062469	47.60875015	0.49	288.5	-55.51250076	0.076544	1164	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.736111111
-61.37263368	36.79629978	0.552388323	8.21519245	10.1	2.00342932	-39.33624954	48.48687439	0.48	207.375	-56.44687653	0.076910677	1211	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.741666667
-62.05331547	31.38518531	0.536565712	9.25108389	9.7	1.901009986	-36.97187576	50.75562515	0.5	216.25	-56.01874924	0.108839677	1246	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.752083333
-60.88359887	43.89519274	0.61432686	12.73949536	8.45	1.755790247	-36.34562531	47.07250061	0.49	161.625	-58.02187347	0.086033441	1362	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.759027778
-61.68501437	31.29092026	0.551482769	7.990115144	9.55	1.904563684	-36.70062408	49.80749893	0.5	244.625	-55.49062347	0.101979295	1397	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.76875
-59.59739015	43.14430149	0.553768615	13.57516464	8.55	1.938918466	-36.03937531	49.35312576	0.52	152.5	-55.41875076	0.093525682	1431	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.776388889
-62.32487678	47.08114859	0.57090494	9.450455096	6.75	1.784849581	-35.74562531	50.73499985	0.48	166.75	-54.375	0.131905429	1536	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.783333333
-61.6947544	45.90423335	0.510944919	14.59353954	8.25	1.821286983	-39.21374969	46.54937515	0.47	145.25	-55.58124924	0.139522468	1734	Lateral	NA	38	mouse_20140113	Standard	HP	DV	40	0.799305556
-63.29998829	35.57123198	0.541010132	9.050506767	6.5	1.574313748	-42.8223526	45.36576538	0.59	238.6547394	-57.25272369	0.06725144	376	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.597916667
-63.83243126	21.97046689	0.460463674	9.629731796	10.15	2.143648171	-40.6964325	41.19571533	0.64	390.6369324	-53.22122955	0.055432705	398	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.60625
-61.4811359	31.79198392	0.528313383	8.831468225	7.75	1.744451488	-41.51921082	44.3031105	0.55	284.4324951	-52.77870941	0.095962612	387	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.614583333
-64.50983171	27.21143033	0.491074569	8.304860061	8.9	1.876854909	-42.89559631	46.30024033	0.54	291.1465759	-57.88445663	0.078367681	438	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.624305556
-61.33276329	24.54018063	0.499903106	8.277808835	8.75	2.311608969	-40.08789368	47.10409775	0.54	301.5228882	-52.9984436	0.102843979	430	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.636805556
-63.30132647	26.36167336	0.48221449	9.010058391	9.3	1.736394963	-34.32721939	43.59813232	0.48	305.1850891	-54.67695999	0.057653603	538	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.645833333
-60.72868829	18.22291779	0.428211546	8.884431514	9.05	2.104423155	-38.9422287	40.35340424	0.54	342.4176636	-54.0788002	NaN	534	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.663194444
-59.45011898	37.67892908	0.569854498	15.98324861	9.1	2.326756912	-37.4480423	43.74645233	0.56	224.6162262	-51.67088699	0.120462587	618	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.673611111
-60.6627936	32.25233501	0.565261018	8.353790833	9.9	2.059368703	-37.42851028	44.69252625	0.49	224.6162262	-54.17035294	0.08695967	731	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.697916667
-61.90926347	24.41315629	0.569082466	9.668524921	9.55	1.704664696	-37.06961365	44.77492676	0.48	356.4561768	-53.23648834	NaN	677	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.703472222
-62.25363244	28.06702646	0.535124213	9.492084837	8.5	2.057449916	-36.47999496	43.04025421	0.52	295.4191589	-51.82348251	0.109916798	699	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.71875
-57.84107433	27.83217824	0.55668047	6.864805297	11.4	1.57465	-36.64418488	46.08478088	0.47	279.5495605	-52.30872345	0.084609728	718	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.726388889
-61.72166026	28.66121441	0.536641585	10.07749717	9.7	2.112277386	-37.19412918	44.23719025	0.48	303.9643555	-54.49385071	0.079099622	NaN	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.745833333
-61.75057562	30.58099403	0.505348391	11.00519851	8.65	2.102081827	-34.55793915	46.12811661	0.46	237.4340057	-55.12253189	0.086206414	830	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.756944444
-59.80061739	33.26474599	0.529958428	9.326754202	8.5	1.82822585	-36.92678604	46.34174576	0.48	231.330307	-53.08694839	0.113280916	970	Medial	NA	38	mouse_20140113	Standard	DG	DV	40	0.779861111
-66.55682787	29.75366313	0.598294157	10.77011863	7	1.669159858	-41.95124969	48.22999954	0.51	306.125	-59	NaN	1696	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.563194444
-67.6595309	41.3159783	0.67327941	11.21405012	6.65	1.291265015	-43.09500046	51.21249924	0.52	215.0625	-60.79999924	0.098834954	2256	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.572222222
-67.14643293	57.5821666	0.683181512	12.26799218	5.8	1.048163506	-42.91999969	50.60499954	0.47	164.8125	-60.36875153	0.132663447	2232	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.581944444
-67.53975087	51.59561734	0.700502109	10.47516327	5.9	1.289007294	-41.24249954	51.98249969	0.5	200.8125	-60.08750153	0.0975527	2176	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.588194444
-66.60370065	42.08405484	0.600901994	11.69090777	8.3	1.842368074	-40.92374954	52.24249954	0.54	191.8125	-58.94374847	0.104315272	2037	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.598611111
-64.46514337	35.95554399	0.59776652	11.54977964	8.05	1.59215123	-39.60874939	50.35749969	0.48	200.5	-58.26250076	0.101187097	2008	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.604861111
-64.01057497	41.3887002	0.639448305	18.42486775	6.95	1.559546417	-41.03375015	53.54625092	0.45	257.6875	-60.38750076	0.066971941	1976	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.610416667
-67.52405667	31.40439095	0.627342748	10.34348957	8.2	1.63053863	-41.54250031	49.84874954	0.48	302.75	-57.50624847	NaN	1944	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.616666667
-68.07467498	26.84357236	0.661152759	10.37877855	7.5	1.490973286	-41.73125	53.39875031	0.41	400.6875	-59.79999924	0.058745075	1752	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.634027778
-63.65931347	46.47821836	0.624559069	17.62467093	7.1	1.840531022	-42.67499924	50.58125	0.52	143.125	-60.875	0.127910965	1736	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.639583333
-65.99502314	36.88055503	0.637646227	9.407136228	8.25	1.735740217	-39.22875061	52.09249954	0.44	265.625	-59.33124924	0.066876293	1672	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.646527778
-63.88602905	36.78480656	0.627547992	9.038490661	10.55	1.356640007	-42.13625031	50.04625015	0.44	228.875	-61.69374847	0.075002593	1424	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.664583333
-66.13886285	30.01189773	0.654118038	11.20711127	9.6	1.604713645	-40.32125015	48.73124924	0.41	346.375	-59.79999924	NaN	1248	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.672222222
-63.93038458	31.52086204	0.618174332	8.767583344	10	1.602269878	-42.48125	50.12249985	0.4	303.0625	-59.48749924	NaN	1240	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.68125
-60.83096038	22.47824724	0.61472162	10.54877343	9.65	1.460097993	-38.34000015	50.1	0.38	313	-58.875	0.056555066	1168	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.688194444
-64.76215855	30.82981715	0.63204093	11.17417966	8.5	1.741659697	-41.79499969	46.79875031	0.43	295.4375	-60.25624847	NaN	1032	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.695833333
-61.29262864	20.71647261	0.621694189	10.15258735	8.05	1.909068488	-36.2125	47.87125015	0.43	412.6875	-55.38124847	0.044423929	920	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.702777778
-63.51357929	28.10124871	0.622923987	7.59074156	10.7	1.655325721	-39.93374939	50.71875	0.4	391.8125	-59.16875076	0.051271057	832	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.7125
-65.10549379	25.8497396	0.582179048	8.223768338	11.7	1.443104547	-39.51124954	49.57625046	0.37	407.8125	-57.88124847	0.06527155	794	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.719444444
-62.2577504	23.10265433	0.583112185	6.464752155	9.85	1.836100965	-34.85000076	48.21999969	0.4	465.625	-54.69374847	0.046745874	752	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.741666667
-64.08810249	21.95445508	0.602924514	7.068579932	11.45	1.721418813	-43.42374954	47.38750076	0.41	471.9375	-55.98749924	0.053026707	736	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.747222222
-62.96567932	19.75230021	0.604959013	5.613505157	13.6	2.067313946	-34.76875	47.00499878	0.33	511.6875	-53.80625153	NaN	632	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.759722222
-63.39896395	21.23385873	0.597024042	8.663250697	12.45	2.216501247	-35.2875	47.35749969	0.41	449.75	-55.11875153	0.056979224	675	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.768055556
-61.78386184	23.45695088	0.629408809	6.726331565	11.95	1.514466581	-35.28124924	48.32249985	0.37	408.5625	-54.82500076	0.070700839	598	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.775
-59.5434184	29.32920471	0.59426622	8.561382876	11.2	2.436209384	-34.07874985	50.28249969	0.4	310.5625	-53.875	0.059345423	566	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.782638889
-63.52591057	27.40852811	0.578335102	7.484220221	12.1	2.232370165	-39.29124985	46.83375015	0.44	382.9375	-57.63750076	0.054211856	320	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.791666667
-60.01124602	20.10792204	0.572122608	4.653073407	11.5	1.692239907	-36.92750092	48.04500046	0.36	397.5625	-55.48749924	0.072161073	240	Lateral	Left	43	mouse_20140415	Standard	HP	VD	35	0.810416667
-61.47504914	22.74431511	0.512382626	8.587221031	8.6	2.459837715	-37.34488907	46.51326065	0.52	354.6250916	-51.41758347	NaN	544	Medial	Left	43	mouse_20140415	Standard	DG	DV	35	0.616666667
-64.60460552	24.96367621	0.552883248	11.18190519	6.4	1.757627637	-35.90075302	45.6532486	0.64	335.0932312	-52.22327423	0.019778603	640	Medial	Left	43	mouse_20140415	Standard	DG	DV	35	0.634722222
-61.41669172	23.9111351	0.495627843	8.949301005	6.8	1.652059853	-36.2279129	45.69292221	0.57	361.3391418	-52.28125763	NaN	656	Medial	Left	43	mouse_20140415	Standard	DG	DV	35	0.643055556
-63.18370729	28.61070256	0.549555619	8.675341183	5.7	1.654282296	-35.20432205	48.49269104	0.56	310.0680542	-52.02490234	0.061959623	784	Medial	Left	43	mouse_20140415	Standard	DG	DV	35	0.653472222
-61.88676979	33.18504145	0.525303929	8.765924203	7.2	2.059974455	-36.90969543	45.44144974	0.6	242.3169708	-51.98522949	0.091124415	928	Medial	Left	43	mouse_20140415	Standard	DG	DV	35	0.695138889
-63.27879532	53.59884388	0.563760242	11.98693651	6.65	1.994366202	-33.59904861	45.15274506	0.59	200.201416	-51.88756943	0.128984152	1016	Medial	Left	43	mouse_20140415	Standard	DG	DV	35	0.70625
-64.06786844	34.27686611	0.567088411	10.69328713	6.5	1.831332125	-34.35102386	47.3415329	0.52	294.1984253	-52.56813431	0.059828523	544	Medial	Left	43	mouse_20140415	Standard	DG	DV	35	0.792361111
-60.85432948	46.07614832	0.556469654	8.985955121	8.25	2.034527592	-33.30729065	46.08905258	0.51	189.2147522	-51.27109528	0.109179043	984	Medial	Left	43	mouse_20140415	Standard	DG	DV	35	0.803472222
-66.05060099	20.19415153	0.510573124	7.100002154	10.8	2.037800116	-46.86499939	41.42999954	0.44	386.8125	-57.9375	0.07012141	96	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.581944444
-64.42060919	19.33284858	0.525843197	8.096270019	8.95	1.888044812	-42.66125031	42.80625	0.52	442.5	-58.13750076	0.040994213	128	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.590277778
-62.43815371	17.53133198	0.506484351	4.997946653	11.8	1.968937797	-41.19124985	44.56249924	0.46	452.25	-56.69374847	0.052984628	224	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.603472222
-66.7067478	19.5075995	0.498720138	7.584572059	11.4	2.09298593	-43.35624924	45.49749985	0.46	448.5625	-59.39374924	0.080982524	288	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.610416667
-65.04013518	19.42541984	0.547613053	5.637890371	9.3	1.754692317	-40.08249969	44.54749985	0.48	440.8125	-56.98749924	0.046489158	392	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.620833333
-63.9073772	24.23113277	0.547040565	8.604239377	8.55	1.669587541	-42.51500015	45.25250015	0.45	377.3125	-55.91875076	0.064296099	448	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.630555556
-64.08917124	18.75036059	0.518103107	7.777964338	9.95	2.152113672	-40.01249924	42.9375	0.45	475.75	-56.89374924	0.074624704	496	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.636111111
-62.81507912	16.7819783	0.562127201	7.561714583	11.3	2.32302692	-39.03249969	42.88624954	0.44	524.8125	-53.03749847	NaN	544	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.654166667
-63.12455312	24.68148104	0.575206387	8.132648522	12.05	1.854754796	-35.91375046	43.30999985	0.43	383.1875	-51.69374847	0.101347637	608	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.661111111
-64.65219985	26.80039806	0.560926157	7.716269833	9.35	2.019505427	-36.88624954	47.97125015	0.44	304.625	-54.33124924	NaN	584	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.66875
-63.50387115	25.93023019	0.52702932	9.343293187	8.15	1.834306305	-39.37750015	45.18375015	0.55	330.4375	-56.00624847	NaN	664	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.675694444
-62.83753911	21.30679516	0.547824219	7.789498665	11.9	2.120225467	-34.89624939	45.52249985	0.45	390.75	-57.21250153	0.043603724	680	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.68125
-62.59239992	22.07026469	0.568310693	8.46537953	10.95	2.027494169	-39.40124969	47.21500092	0.44	392.9375	-58.29999924	0.051850279	752	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.69375
-63.62216156	24.32798018	0.524978126	10.60935289	9.05	2.114024194	-36.48250046	43.51125031	0.5	376.5625	-55.94374847	0.049983316	816	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.7
-64.35690908	22.358019	0.581972422	9.386821454	9.05	1.932339375	-40.07999954	43.19499969	0.45	466.1875	-55.82500076	0.037305783	928	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.708333333
-65.4378023	21.17701264	0.543946292	9.337784999	9	1.871392001	-37.61124954	46.70374985	0.47	507.375	-55.14374924	NaN	984	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.720833333
-63.29200651	26.56245332	0.546304173	10.44940299	10.5	1.765953434	-35.40749969	46.82250061	0.49	352.375	-54.1875	0.055503553	1040	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.729861111
-63.77806007	28.95361001	0.569069102	7.526568659	10.65	1.943470461	-36.64625015	47.26375046	0.43	328.3125	-57.11875153	NaN	1080	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.736111111
-64.98659336	24.70331266	0.564121046	8.537875157	10.55	1.848913865	-37.56499939	49.02749939	0.45	382.375	-58.59999847	0.050674351	1112	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.741666667
-62.42182009	25.58604505	0.526998147	9.521174764	8.8	2.21413269	-39.54749985	46.65624924	0.51	326.3125	-58.21250153	NaN	1184	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.749305556
-60.9819105	29.69402329	0.555158866	10.31288935	9.95	1.916611908	-36.78625031	49.84374924	0.45	249.4375	-56.63750076	0.074992962	1232	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.754861111
-62.0559091	34.97964083	0.60656703	11.15429195	11.15	1.797602823	-38.87874985	46.17624893	0.45	244.25	-54.85625076	0.101987273	1264	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.760416667
-62.42858197	33.85596302	0.570924818	7.759209048	9.65	1.852442775	-41.54749985	48.71250076	0.44	242.625	-58.50624847	0.080994969	1368	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.767361111
-63.91492394	39.56483564	0.550603452	12.20905191	8.45	1.76187096	-35.05124969	47.52750092	0.44	217.375	-56.04375076	0.10517341	1440	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.773611111
-64.70358697	41.79033036	0.570726859	11.05252019	7.25	1.692141725	-36.35	47.13249969	0.49	237.4375	-54.84999847	0.097513724	1496	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.781944444
-64.80896213	29.61668366	0.574192675	11.39040637	7.1	1.814653639	-40.53499985	47.91875	0.48	302.25	-59.36875153	NaN	1624	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.7875
-60.4013989	33.96539116	0.565857672	10.94497492	8.3	2.042976068	-34.76125031	46.07500076	0.45	194.9375	-53.47499847	0.110199455	1664	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.793055556
-60.82300356	40.02571214	0.577057659	11.72642182	8.55	1.441930409	-36.825	48.35250015	0.5	194.9375	-54.44374847	0.102547164	1768	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.8125
-60.43490223	43.74413374	0.603182992	10.71817622	9.15	1.999340902	-35.83625031	52.36875	0.43	178.625	-57.56874847	0.108481263	1856	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.820138889
-62.94686125	39.62280649	0.600926759	10.01634746	8.95	1.699476891	-38.86500015	50.41750031	0.5	181.125	-55.08750153	0.115271702	1976	Medial	Left	38	mouse_20140416	Standard	HP	DV	43	0.826388889
-63.74492427	52.18081333	0.651705245	13.9443337	6.35	1.81076731	-39.33957977	50.13092422	0.55	161.1377258	-56.54469299	0.082018512	2008	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.625
-67.99133617	41.26691422	0.673158722	13.63450382	6.15	1.357668845	-38.27265167	50.90914536	0.57	229.4991913	-56.56605911	0.097024156	1912	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.6375
-62.60149065	42.71493821	0.592179732	15.32697772	5.1	1.410171235	-38.89095764	54.09344864	0.59	194.0977173	-57.97601318	0.101278427	1848	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.649305556
-67.12783843	65.50715512	0.64839763	14.97125455	7	1.266650855	-45.50737	49.15006027	0.5	133.0606995	-65.1020813	0.114063147	1752	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.666666667
-65.60600684	37.56527337	0.674412799	13.43533841	5.7	1.691633272	-39.37253952	50.71321793	0.56	259.4073181	-56.29444122	0.086386241	1704	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.676388889
-65.1015289	36.29683458	0.593567843	12.05474543	5.65	1.697532704	-38.44233551	50.23956985	0.54	237.4340057	-57.53044128	0.08230061	1632	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.686805556
-62.54850088	27.19937278	0.553214043	10.94803314	7.3	1.489029046	-39.6221817	46.9850769	0.58	283.2117615	-54.9027977	0.084146098	1456	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.707638889
-64.11622895	36.46754121	0.661215933	11.56283165	5.8	1.953802431	-40.28626404	50.4318367	0.56	250.2517853	-56.13879776	0.081694933	1312	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.71875
-64.23230992	24.69237226	0.578064078	8.911943156	8	1.476549561	-37.87224884	49.47843933	0.54	374.1569214	-54.94552612	NaN	1248	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.740972222
-64.86400282	30.82264042	0.664028991	10.05486141	7.9	1.248732432	-39.7387619	47.06991806	0.5	375.9880371	-56.05639648	NaN	968	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.761805556
-65.34253999	27.58175319	0.64112326	9.111031351	8.6	1.490956085	-38.80245438	43.50657578	0.5	437.0250549	-54.95773315	0.048014203	888	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.770833333
-64.35390502	23.31073625	0.512054093	12.61875321	5.85	1.706916034	-36.85354156	46.75130463	0.52	366.2221069	-54.53657532	NaN	752	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.782638889
-64.96195567	26.79901054	0.664887267	9.835440018	8.3	1.699522191	-37.03604279	47.34763565	0.53	480.3613281	-53.08389664	0.05912793	584	Lateral	Left	38	mouse_20140416	Standard	DG	VD	43	0.800694444
-66.51541261	55.93599124	0.610386633	12.77497305	8.95	1.644502293	-40.95500031	39.93124924	0.39	134.5	-54.21250153	0.231980428	2368	Medial	Right	40	mouse_20140417	Standard	HP	VD	39	0.56875
-65.61347218	67.75109391	0.634743896	13.08951246	7	1.643987596	-39.52375107	41.68124924	0.45	122.625	-55.60625076	0.365685876	2328	Medial	Right	40	mouse_20140417	Standard	HP	VD	39	0.574305556
-67.17633531	50.89734189	0.626225217	13.35272631	7.55	1.679626327	-39.12124939	43.05875092	0.45	160.25	-54.88124847	0.290753238	2304	Medial	Right	40	mouse_20140417	Standard	HP	VD	39	0.579166667
-63.89201967	44.85150859	0.588304936	12.75300568	7.25	1.811295678	-38.36999969	42.50749969	0.49	144.9375	-48.44374847	0.377159272	2224	Medial	Right	40	mouse_20140417	Standard	HP	VD	39	0.588194444
-64.44963779	56.5027159	0.657078389	18.20746838	8.05	1.662037032	-41.65500031	40.73124924	0.41	132.75	-51.97499847	0.182265078	2152	Medial	Right	40	mouse_20140417	Standard	HP	VD	39	0.595138889
